contigsID	family (ICTV taxonomic)	genus (ICTV taxonomic)	species (ICTV taxonomic)	viral_genome	viral_type	Family level (Host)
contigs_cluasted6645;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7772;size=1	Inoviridae	NA	Inoviridae sp. ctiK541	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted838;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted7376;size=3	Microviridae	NA	Microviridae sp. ctSIq6	DNA virus	Bacteriophage	No host predicted
contigs_cluasted14;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000475;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8302;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6423;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8514;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4851;size=1	Podoviridae	NA	Podoviridae sp. ctFkM10	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000293;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Odoribacteraceae
contigs_cluasted73;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted45;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted33;size=5	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7910;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8152;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6438;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted776;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted465;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted1606;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted933;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted484;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7988;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted8307;size=3	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6667;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Porphyromonadaceae
contigs_cluasted8548;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Chlamydiaceae
contigs_cluasted1095;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8390;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted8431;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5981;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Clostridiaceae
contigs_cluasted230;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted207;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1008;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted10000024;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted646;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted8437;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted5862;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8198;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6089;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Prevotellaceae
contigs_cluasted7930;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8178;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7233;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Desulfovibrionaceae
contigs_cluasted5052;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6697;size=3	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7248;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Tannerellaceae
contigs_cluasted8359;size=4	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8314;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted1194;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted8172;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4406;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted275;size=1	Siphoviridae	NA	Siphoviridae sp. ctkyp1	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1322;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lactobacillaceae
contigs_cluasted32;size=4	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted6;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6859;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8473;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted6617;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6141;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6721;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8400;size=2	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2886;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted34;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted7056;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Tannerellaceae
contigs_cluasted6755;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted3404;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2707;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6029;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted2030;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted8346;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted2243;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted7636;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted616;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted321;size=2	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000327;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted8499;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Chlamydiaceae
contigs_cluasted986;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000695;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted8385;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1828;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted3043;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1233;size=3	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted1301;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2013;size=2	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8304;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1323;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1100;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5034;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8291;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted95;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5805;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4368;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4369;size=2	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6200;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4547;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted966;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted998;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6027;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7713;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Porphyromonadaceae
contigs_cluasted7883;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1225;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7022;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Porphyromonadaceae
contigs_cluasted8636;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2576;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted955;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted565;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8104;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted560;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002039;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted317;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted2194;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1000001583;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8364;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8904;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8496;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Ruminococcaceae
contigs_cluasted184;size=1	Podoviridae	NA	Podoviridae sp. ctnCN2	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8141;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted570;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6815;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5381;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1000001930;size=1	Siphoviridae	NA	Siphoviridae sp. ctDwe1	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6678;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Weeksellaceae
contigs_cluasted8433;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted673;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacillaceae
contigs_cluasted6743;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5595;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5613;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1754;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5706;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4953;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2165;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Erysipelotrichaceae
contigs_cluasted2171;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1017;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4995;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted42;size=3	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted847;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Enterobacteriaceae
contigs_cluasted6087;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted807;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Enterobacteriaceae
contigs_cluasted254;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Alcaligenaceae
contigs_cluasted314;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Hungateiclostridiaceae
contigs_cluasted2293;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted2500;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6734;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7639;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Veillonellaceae
contigs_cluasted100000603;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1150;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted7046;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Chlamydiaceae
contigs_cluasted5580;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8380;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted751;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Pectobacteriaceae
contigs_cluasted7025;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Chlamydiaceae
contigs_cluasted3067;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7384;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Sutterellaceae
contigs_cluasted7517;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8132;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8639;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted688;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1193;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003023;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8064;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8367;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8303;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8505;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted3745;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002104;size=1	Straboviridae	Tequatrovirus	Tequatrovirus hy01	DNA virus	Bacteriophage	Enterobacteriaceae
contigs_cluasted8129;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002193;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7603;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003033;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1000003227;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002702;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8340;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8322;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003052;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted5276;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002838;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2261;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8004;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002550;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003147;size=1	Siphoviridae	NA	Siphoviridae sp. ctLmu1	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8468;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8344;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1000002842;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted100000465;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8813;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6970;size=2	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5269;size=4	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted5374;size=4	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1196;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Desulfovibrionaceae
contigs_cluasted262;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Enterobacteriaceae
contigs_cluasted1000002252;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1574;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted176;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1881;size=3	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003070;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted3150;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted8363;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1000002591;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003412;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2535;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted1000002404;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8082;size=1	Inoviridae	NA	Inoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8332;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Bacteroidaceae
contigs_cluasted1000003275;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002619;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted4020;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	Lachnospiraceae
contigs_cluasted6140;size=1	Microviridae	NA	Poophage sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002332;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003442;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003492;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003195;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003461;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7967;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted3655;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003143;size=1	Podoviridae	NA	Podoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003203;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1923;size=1	Microviridae	NA	Gokushovirus WZ-2015a	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003463;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002857;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003289;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8410;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000001994;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6986;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003184;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003176;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted744;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002250;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted2121;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	Moraxellaceae
contigs_cluasted1000003100;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003336;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002714;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002097;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted6144;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003531;size=1	Microviridae	NA	Human gut gokushovirus	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000002884;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted521;size=1	Myoviridae	NA	Myoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003089;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8341;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003528;size=1	Microviridae	NA	Microvirus sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003324;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted7896;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted8350;size=1	Microviridae	NA	Microviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003301;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003317;size=1	Siphoviridae	NA	Siphoviridae sp. ctA995	DNA virus	Bacteriophage	No host predicted
contigs_cluasted1000003389;size=1	Siphoviridae	NA	Siphoviridae sp.	DNA virus	Bacteriophage	No host predicted
